39	2	4	1653413044
39	4	3	1653413044
39	5	5	1653413044
39	6	5	1653413044
39	11	4	1653413044
39	13	5	1653413044
39	14	5	1653413044
39	16	5	1653413044
39	19	3	1653413044
39	22	4	1653413044
39	23	4	1653413044
39	25	5	1653413044
39	32	3	1653413044
39	40	3	1653413044
39	41	4	1653413044
39	42	3	1653413044
39	44	4	1653413044
39	51	3	1653413044
39	52	5	1653413044
32	1	5	1653413632
32	2	5	1653413632
32	3	2	1653413632
32	4	3	1653413632
32	5	5	1653413632
32	6	3	1653413632
32	7	4	1653413632
32	8	5	1653413632
32	9	3	1653413632
32	10	5	1653413632
32	11	5	1653413632
32	12	5	1653413632
32	13	4	1653413632
32	14	4	1653413632
32	15	4	1653413632
32	16	2	1653413632
32	17	5	1653413632
32	18	3	1653413632
32	19	5	1653413632
32	20	5	1653413632
32	21	3	1653413632
32	22	4	1653413632
32	23	4	1653413632
32	24	4	1653413632
32	25	4	1653413632
32	26	2	1653413632
32	27	4	1653413632
32	28	3	1653413632
32	29	3	1653413632
32	30	3	1653413632
32	31	3	1653413632
32	32	4	1653413632
32	33	4	1653413632
32	34	5	1653413632
32	35	3	1653413632
32	36	3	1653413632
32	37	4	1653413632
32	38	5	1653413632
32	39	5	1653413632
32	40	5	1653413632
32	41	5	1653413632
32	42	5	1653413632
32	43	5	1653413632
32	44	5	1653413632
32	45	5	1653413632
32	46	3	1653413632
32	47	5	1653413632
32	48	5	1653413632
32	49	4	1653413632
32	50	4	1653413632
32	51	5	1653413632
32	52	4	1653413632
32	53	3	1653413632
32	54	4	1653413632
32	55	5	1653413632
32	56	5	1653413632
32	57	5	1653413632
26	1	5	1653461227
26	2	4	1653461227
26	3	5	1653461227
26	4	1	1653461227
26	5	4	1653461227
26	6	5	1653461227
26	7	3	1653461227
26	8	4	1653461227
26	9	2	1653461227
26	10	3	1653461227
26	11	2	1653461227
26	12	5	1653461227
26	13	5	1653461227
26	14	5	1653461227
26	15	1	1653461227
26	16	3	1653461227
26	17	2	1653461227
26	18	5	1653461227
26	19	1	1653461227
26	20	5	1653461227
26	21	2	1653461227
26	22	2	1653461227
26	23	3	1653461227
26	24	3	1653461227
26	25	5	1653461227
26	26	1	1653461227
26	27	2	1653461227
26	28	3	1653461227
26	29	3	1653461227
26	30	5	1653461227
26	31	5	1653461227
26	32	5	1653461227
26	33	3	1653461227
26	34	1	1653461227
26	35	1	1653461227
26	36	3	1653461227
26	37	3	1653461227
26	38	3	1653461227
26	39	4	1653461227
26	40	1	1653461227
26	41	5	1653461227
26	42	3	1653461227
26	43	1	1653461227
26	44	4	1653461227
26	45	3	1653461227
26	46	3	1653461227
26	47	1	1653461227
26	48	2	1653461227
26	49	4	1653461227
26	50	1	1653461227
26	51	3	1653461227
26	52	3	1653461227
26	53	1	1653461227
26	54	4	1653461227
26	55	4	1653461227
26	56	2	1653461227
26	57	1	1653461227
14	1	3	1653461296
14	2	2	1653461296
14	3	3	1653461296
14	4	2	1653461296
14	6	4	1653461296
14	7	2	1653461296
14	8	5	1653461296
14	9	5	1653461296
14	10	4	1653461296
14	11	3	1653461296
14	13	3	1653461296
14	14	4	1653461296
14	15	4	1653461296
14	16	2	1653461296
14	17	2	1653461296
14	18	3	1653461296
14	19	3	1653461296
14	20	3	1653461296
14	21	5	1653461296
14	23	4	1653461296
14	25	3	1653461296
14	26	4	1653461296
14	28	3	1653461296
14	29	4	1653461296
14	30	3	1653461296
14	31	4	1653461296
14	32	5	1653461296
14	34	3	1653461296
14	35	5	1653461296
14	36	5	1653461296
14	37	3	1653461296
14	38	4	1653461296
14	39	3	1653461296
14	40	3	1653461296
14	41	3	1653461296
14	42	4	1653461296
14	43	2	1653461296
14	44	3	1653461296
14	45	2	1653461296
14	46	3	1653461296
14	47	2	1653461296
14	48	3	1653461296
14	50	3	1653461296
14	51	3	1653461296
14	52	1	1653461296
14	53	3	1653461296
14	55	3	1653461296
14	57	3	1653461296
5	1	4	1653461525
5	2	3	1653461525
5	3	2	1653461525
5	4	1	1653461525
5	5	5	1653461525
5	6	5	1653461525
5	7	3	1653461525
5	8	4	1653461525
5	9	5	1653461525
5	10	5	1653461525
5	11	4	1653461525
5	12	3	1653461525
5	13	4	1653461525
5	14	5	1653461525
5	15	3	1653461525
5	16	5	1653461525
5	17	3	1653461525
5	18	3	1653461525
5	19	4	1653461525
5	20	5	1653461525
5	21	5	1653461525
5	22	4	1653461525
5	23	4	1653461525
5	24	5	1653461525
5	26	1	1653461525
5	27	5	1653461525
5	29	3	1653461525
5	30	4	1653461525
5	31	3	1653461525
5	32	2	1653461525
5	33	3	1653461525
5	34	3	1653461525
5	36	1	1653461525
5	37	5	1653461525
5	38	3	1653461525
5	39	4	1653461525
5	40	4	1653461525
5	41	5	1653461525
5	42	5	1653461525
5	43	5	1653461525
5	44	4	1653461525
5	45	4	1653461525
5	46	5	1653461525
5	47	5	1653461525
5	49	2	1653461525
5	50	4	1653461525
5	51	4	1653461525
5	52	3	1653461525
5	53	2	1653461525
5	54	3	1653461525
5	56	3	1653461525
63	1	5	1653461664
63	2	3	1653461664
63	5	3	1653461664
63	6	5	1653461664
63	8	3	1653461664
63	9	5	1653461664
63	12	3	1653461664
63	13	5	1653461664
63	14	5	1653461664
63	15	4	1653461664
63	16	3	1653461664
63	17	3	1653461664
63	18	4	1653461664
63	21	3	1653461664
63	23	4	1653461664
63	24	5	1653461664
63	25	5	1653461664
63	29	4	1653461664
63	30	4	1653461664
63	32	3	1653461664
63	34	5	1653461664
63	36	2	1653461664
63	37	2	1653461664
63	38	4	1653461664
63	40	3	1653461664
63	43	4	1653461664
63	45	4	1653461664
63	46	4	1653461664
63	47	4	1653461664
63	48	2	1653461664
63	52	3	1653461664
82	1	5	1653461854
82	4	3	1653461854
82	5	1	1653461854
82	7	1	1653461854
82	8	4	1653461854
82	9	3	1653461854
82	12	1	1653461854
82	15	1	1653461854
82	17	1	1653461854
82	18	4	1653461854
82	21	1	1653461854
82	23	1	1653461854
82	27	1	1653461854
82	29	3	1653461854
82	30	4	1653461854
82	31	5	1653461854
82	32	5	1653461854
82	33	5	1653461854
82	35	1	1653461854
82	37	4	1653461854
82	39	4	1653461854
82	41	1	1653461854
82	42	1	1653461854
82	44	1	1653461854
82	47	1	1653461854
82	48	3	1653461854
82	49	4	1653461854
82	50	5	1653461854
82	51	5	1653461854
82	52	4	1653461854
82	56	1	1653461854
61	8	4	1653461935
61	9	4	1653461935
61	10	3	1653461935
61	11	3	1653461935
61	12	2	1653461935
61	13	4	1653461935
61	14	3	1653461935
61	19	5	1653461935
61	22	3	1653461935
61	29	2	1653461935
61	32	3	1653461935
61	33	4	1653461935
61	36	4	1653461935
61	37	2	1653461935
61	38	3	1653461935
61	42	2	1653461935
61	43	3	1653461935
61	45	2	1653461935
61	47	3	1653461935
61	52	3	1653461935
61	53	2	1653461935
61	54	2	1653461935
78	1	1	1653462286
78	2	2	1653462286
78	3	1	1653462286
78	4	1	1653462286
78	5	2	1653462286
78	6	1	1653462286
78	7	1	1653462286
78	8	1	1653462286
78	9	1	1653462286
78	10	3	1653462286
78	11	2	1653462286
78	12	1	1653462286
78	13	2	1653462286
78	14	2	1653462286
78	15	5	1653462286
78	16	3	1653462286
78	17	1	1653462286
78	18	1	1653462286
78	19	2	1653462286
78	20	3	1653462286
78	21	1	1653462286
78	22	1	1653462286
78	23	5	1653462286
78	24	1	1653462286
78	25	3	1653462286
78	26	1	1653462286
78	27	1	1653462286
78	28	1	1653462286
78	29	1	1653462286
78	30	3	1653462286
78	31	3	1653462286
78	32	1	1653462286
78	33	2	1653462286
78	34	2	1653462286
78	35	1	1653462286
78	36	1	1653462286
78	37	1	1653462286
78	38	1	1653462286
78	39	4	1653462286
78	40	1	1653462286
78	41	1	1653462286
78	42	1	1653462286
78	43	2	1653462286
78	44	1	1653462286
78	45	2	1653462286
78	46	2	1653462286
78	47	2	1653462286
78	48	1	1653462286
78	49	3	1653462286
78	50	2	1653462286
78	51	2	1653462286
78	52	1	1653462286
78	53	2	1653462286
78	54	1	1653462286
78	55	2	1653462286
78	56	1	1653462286
78	57	4	1653462286
83	3	1	1653462250
83	5	5	1653462250
83	7	2	1653462250
83	11	1	1653462250
83	14	2	1653462250
83	15	3	1653462250
83	16	3	1653462250
83	18	2	1653462250
83	21	2	1653462250
83	24	4	1653462250
83	31	1	1653462250
83	33	1	1653462250
83	34	2	1653462250
83	36	2	1653462250
83	39	4	1653462250
83	40	5	1653462250
83	41	5	1653462250
83	44	1	1653462250
83	45	1	1653462250
83	50	1	1653462250
83	51	1	1653462250
55	1	3	1653462757
55	6	4	1653462757
55	7	4	1653462757
55	11	4	1653462757
55	16	4	1653462757
55	19	4	1653462757
55	21	2	1653462757
55	23	3	1653462757
55	26	2	1653462757
55	28	1	1653462757
55	32	4	1653462757
55	36	4	1653462757
55	37	3	1653462757
55	38	5	1653462757
55	44	3	1653462757
55	47	4	1653462757
55	48	4	1653462757
55	49	3	1653462757
55	50	4	1653462757
55	51	5	1653462757
55	52	5	1653462757
64	1	1	1653463361
64	2	1	1653463361
64	3	1	1653463361
64	4	1	1653463361
64	5	3	1653463361
64	6	1	1653463361
64	7	1	1653463361
64	8	3	1653463361
64	9	3	1653463361
64	10	1	1653463361
64	11	1	1653463361
64	12	1	1653463361
64	13	2	1653463361
64	14	1	1653463361
64	15	5	1653463361
64	16	3	1653463361
64	17	1	1653463361
64	18	1	1653463361
64	19	4	1653463361
64	20	1	1653463361
64	21	1	1653463361
64	22	2	1653463361
64	23	3	1653463361
64	24	1	1653463361
64	25	1	1653463361
64	26	1	1653463361
64	27	1	1653463361
64	28	1	1653463361
64	29	1	1653463361
64	30	1	1653463361
64	31	1	1653463361
64	32	2	1653463361
64	33	1	1653463361
64	34	1	1653463361
64	35	1	1653463361
64	36	1	1653463361
64	37	1	1653463361
64	38	1	1653463361
64	39	3	1653463361
64	40	2	1653463361
64	41	3	1653463361
64	42	5	1653463361
64	43	4	1653463361
64	44	1	1653463361
64	45	1	1653463361
64	46	3	1653463361
64	47	1	1653463361
64	48	1	1653463361
64	49	4	1653463361
64	50	1	1653463361
64	51	1	1653463361
64	52	1	1653463361
64	53	1	1653463361
64	54	1	1653463361
64	55	1	1653463361
64	56	1	1653463361
64	57	4	1653463361
33	1	2	1653490763
33	2	2	1653490763
33	3	4	1653490763
33	4	4	1653490763
33	5	3	1653490763
33	6	4	1653490763
33	7	3	1653490763
33	8	4	1653490763
33	9	5	1653490763
33	10	2	1653490763
33	12	2	1653490763
33	13	3	1653490763
33	14	4	1653490763
33	15	4	1653490763
33	16	4	1653490763
33	17	3	1653490763
33	18	4	1653490763
33	19	2	1653490763
33	20	5	1653490763
33	21	2	1653490763
33	22	3	1653490763
33	23	4	1653490763
33	24	3	1653490763
33	25	5	1653490763
33	26	1	1653490763
33	27	3	1653490763
33	28	4	1653490763
33	29	3	1653490763
33	30	3	1653490763
33	31	4	1653490763
33	32	4	1653490763
33	33	4	1653490763
33	34	4	1653490763
33	35	2	1653490763
33	36	4	1653490763
33	37	3	1653490763
33	38	4	1653490763
33	39	3	1653490763
33	40	2	1653490763
33	41	3	1653490763
33	43	2	1653490763
33	44	4	1653490763
33	45	2	1653490763
33	46	3	1653490763
33	47	3	1653490763
33	49	2	1653490763
33	50	2	1653490763
33	51	3	1653490763
33	52	4	1653490763
