457616	880	4	4470597
457616	1075	3	4470597
457616	981	5	4470597
457616	916	5	4470597
457616	793	4	4470597
457616	975	5	4470597
457616	967	5	4470597
457616	876	5	4470597
457616	955	3	4470597
457616	920	4	4470597
457616	993	4	4470597
457616	1006	5	4470597
457616	1110	3	4470597
457616	1002	3	4470597
457616	828	4	4470597
457616	896	3	4470597
457616	872	4	4470597
457616	986	3	4470597
457616	809	5	4470597
457616	975	2	4470597
457616	1008	3	4470597
457616	897	2	4470597
457616	918	4	4470597
457616	805	4	4470597
457616	968	3	4470597
